"","ï..ID","MonthlyIncome"
"215",1085,9990.38155767754
"216",1086,9990.38155767754
"217",1087,4497.30605358677
"218",1088,3206.90583641037
"219",1089,3206.90583641037
"220",1090,4497.30605358677
"221",1091,4497.30605358677
"222",1092,4497.30605358677
"223",1093,9990.38155767754
"224",1094,4497.30605358677
"225",1095,4497.30605358677
"226",1096,4497.30605358677
"227",1097,3206.90583641037
"228",1098,2648.5268455245
"229",1099,4497.30605358677
"230",1100,4497.30605358677
"231",1101,19044.95
"232",1102,4497.30605358677
"233",1103,4497.30605358677
"234",1104,9990.38155767754
"235",1105,3206.90583641037
"236",1106,3206.90583641037
"237",1107,3206.90583641037
"238",1108,2648.5268455245
"239",1109,4497.30605358677
"240",1110,4497.30605358677
"241",1111,4497.30605358677
"242",1112,9990.38155767754
"243",1113,9990.38155767754
"244",1114,4497.30605358677
"245",1115,9990.38155767754
"246",1116,3206.90583641037
"247",1117,4497.30605358677
"248",1118,4497.30605358677
"249",1119,9990.38155767754
"250",1120,4497.30605358677
"251",1121,9990.38155767754
"252",1122,15140.6764705882
"253",1123,3206.90583641037
"254",1124,15140.6764705882
"255",1125,3206.90583641037
"256",1126,4497.30605358677
"257",1127,4497.30605358677
"258",1128,4497.30605358677
"259",1129,15140.6764705882
"260",1130,4497.30605358677
"261",1131,9990.38155767754
"262",1132,15140.6764705882
"263",1133,4497.30605358677
"264",1134,4497.30605358677
"265",1135,4497.30605358677
"266",1136,4497.30605358677
"267",1137,4497.30605358677
"268",1138,4497.30605358677
"269",1139,9990.38155767754
"270",1140,15140.6764705882
"271",1141,4497.30605358677
"272",1142,4497.30605358677
"273",1143,9990.38155767754
"274",1144,4497.30605358677
"275",1145,2648.5268455245
"276",1146,4497.30605358677
"277",1147,4497.30605358677
"278",1148,4497.30605358677
"279",1149,3206.90583641037
"280",1150,4497.30605358677
"281",1151,3206.90583641037
"282",1152,4497.30605358677
"283",1153,3206.90583641037
"284",1154,4497.30605358677
"285",1155,4497.30605358677
"286",1156,15140.6764705882
"287",1157,4497.30605358677
"288",1158,3206.90583641037
"289",1159,3206.90583641037
"290",1160,4497.30605358677
"291",1161,3206.90583641037
"292",1162,9990.38155767754
"293",1163,4497.30605358677
"294",1164,9990.38155767754
"295",1165,3206.90583641037
"296",1166,4497.30605358677
"297",1167,9990.38155767754
"298",1168,4497.30605358677
"299",1169,3206.90583641037
"300",1170,3206.90583641037
